text,author
"К несчастью он попал на глаза к Кузьмину, который подбежал к нему, ударом по шее сштиб его с ног и, в исступлении, нанес ему еще восемь тяжелых ран; удары были так сильны, что за каждым разом Кузьмин должен был употреблять силу, чтобы выдернуть свою шпагу из костей Гебеля.",Unknown
"Из сего разговора С. Муравьев ясно видел, что Общество открыто правительством и что меры к арестованию членов уже приняты.",Unknown
"Гусары слушали Андреевича с величайшим чувством негодования; когда же он кончил, то ругательства и проклятия посыпались на малодушных, но гнев их кончился одними словами.",Unknown
Таким образом окончательно объединились два Общества: судьба славян была решена.,Unknown
"Слезы катились из глаз добрых солдат, видя бедственное положение своих офицеров; они хотели утешать их, но их утешения обращались в простые, но сильные выражения горести.",Unknown
"в Читу и скоро прибыли к месту назначения, где нашли прежнего товарища своего Быстрицкого, которого комендант оставил в Чите, когда он следовал с партиею чрез сие селение в Нерчинские рудники.",Unknown
"Увлеченные гневом, они осыпали проклятиями полкового командира, правительство, и сей случай заронил в их сердце искру мщения.",Unknown
"Первые были выведены перед полком — Соловьев и Быстрицкий, которым на квартире сняли железа.",Unknown
— Как можете вы меня об этом спрашивать!,Unknown
"— Наше дело, — сказал Муравьев по окончании чтения, обратясь снова к солдатам, — наше дело так велико и благородно, что не должно быть запятнано никаким принуждением, и потому кто из вас, и офицеры, и рядовые, чувствует себя неспособным к такому предприятию, тот пускай немедленно оставит ряды, он может без страха остаться в городе, если только совесть его позволит ему быть спокойным и не будет его упрекать за то, что он оставил своих товарищей на столь трудном и славном поприще, и в то время как отечество требует помощи каждого из сынов своих.",Unknown
"Майор Трухин, узнав о сем движении, приказал в городе бить тревогу, а 4-й мушкетерской роте, занимавшей караулы, приготовиться к бою.",Unknown
"Когда они подъехали к упразительскому дому, Щепилло, находясь еще в сильном раздражении, предложил С. Муравьеву заехать к управителю и убить там Гебеля.",Unknown
"Гебель здесь, — сказал он с досадою.",Unknown
"К вам будет скоро если не весь Пензенский полк, то, но крайней мере, баталион.",Unknown
"И счастью, какой-то польский извозчик ехал той же дорогою и, видя затруднительное положение незнакомого ему офицера, предложил Андреевичу место в своей повозке и довез его очень скоро до Любара.",Unknown
"— Я надеюсь,— сказал он,— что вы не оставите своих товарищей и готовы или умереть или победить с ними; однако ж, если вы чувствуете себя неспособными разделить наши труды, я не принуждаю вас следовать за полком: это зависит от вашей воли.",Unknown
Горбачевский тотчас уведомил Бечаснова о приезде Андреевича и просил его приехать к нему.,Unknown
"Таким образом члены Славянского общества, служившие в Полтавском полку, почитая священною обязанностью исполнить слово, данное во время присоединения к Южному обществу, и думая, что возмущение Черниговского полка есть знак ко всеобщему восстанию, хотели немедленно следовать влечению сих чувств, но встретили препятствие в своем полковом командире Тизенгаузене, члене Южного общества.",Unknown
"Тютчев не отказывался от сказанного им прежде Борисову 1-му и Спиридову: он опять подтвердил при всех, что готов ту же минуту начать действовать: что он ручается за свою роту и прибавил к сему:  — Если мы начнем восстание и ежели полковой командир будет нам препятствовать, я беру на себя убить его.",Unknown
"В тот же день, т. е.",Unknown
"Какое-то темное желание изменить существующий порядок вещей волновало их ум и сердце; настоящее положение было им тягостно; они хотели перемены, но какой?",Unknown
"В таких обстоятельствах борьба горсти людей с исполинскими силами правительства была верх безрассудства; чтобы выйти победителем, нужно было чудо.",Unknown
"Целью сей поездки, по его словам, было намерение испросить у корпусного командира отпуск Бестужеву-Рюмину в С.-Петербург.",Unknown
После Спиридов поехал с Тютчевым в Константинов к Громницкому и Лисовскому.,Unknown
"В Киеве он мог бы надеяться на присоединение Курского пехотного полка и даже других полков, стоявших в окрестностях города.",Unknown
"Он дорогою упрекал С. Муравьева в неумеренной жестокости с Гебелем до того, что С. Муравьев хотел в Василькове идти просить у него прощения, но офицеры его не допустили.",Unknown
"Чтобы успешнее действовать на них, они всеми силами старались обеспечить их продовольствие.",Unknown
"Непонятно как он не мог себе вообразить, что солдаты сие угнетение вовсе не отнесут к правительству, но к нему самому: они видели, что в других полках солдатам лучше, нежели им; следовательно понимали и даже говорили, что сие угнетение не от правительства, а от полкового командира.",Unknown
"Мнение, что можно увлечь с собою офицеров и солдат, было единственною причиною, которая заставляла С. Муравьева противиться, чтобы Черниговского полка офицеры не принимали никакого участия в совещаниях, бывших в Лещине, и сия же самая причина была удивлению Бестужева при первом совещании, когда он увидел там 9-й дивизии поручика Усовского (ом.",Unknown
Кузьмин немедленно сообщил своим товарищам желание Муравьева с ними увидеться.,Unknown
Андреевич не имел на себе никакой теплой одежды; одна офицерская шинель сверх мундира не могла защитить от пронзительного холодного ветра.,Unknown
"По прибытии своем в Киев он вознамерился продать оное и употребить вырученные деньги на содержание свое и своих товарищей во время дороги в Сибирь, почему и просил полицеймейстера взять сие платье у портного и продать оное хоть за 1000 рублей.",Unknown
Но сие действие было непродолжительно: его брат Матвей много вредил ему.,Unknown
"Вид убитых и раненых, отсутствие С. Муравьева нанесли решительный удар мужеству восставших черниговцев: они, бросив ружья, побежали в разные стороны.",Unknown
"Соловьев, заметя сие и не подозревая вовсе, что он ранен, спросил его:  — Что с тобою?",Unknown
"— вскричал он с сверкающими глазами, — мы, которые убьем некоторым образом законного государя, потерпим ли власть похитителей?!",Unknown
"Говорят даже, что начальник штаба хотел привести в исполнение сию угрозу, но генерал Рот не согласился.",Unknown
"Кроме того, он намеревался обо всем происходившем в 8-й дивизии уведомить киевских членов и, если можно, сделать там что-нибудь в пользу восстания, смотря по ходу обстоятельств.",Unknown
Вышло совершенно противное.,Unknown
"Услышав сие, Щепилло тотчас соскочил с повозки и в сильном движении сказал:  — Убить его.",Unknown
Все содействовало их намерениям: неожиданное отречение от престола Константина и присяга новому императору Николаю и его наследнику.,Unknown
"Ужас распространился между жителями, а местное начальство старалось взять меры, могущие остановить успех Муравьева.",Unknown
В это время подошел к ним Спиридов.,Unknown
"Кучер послушался Соловьева, ударил по лошадям и пронесся мимо дома.",Unknown
"Недалеко от Трилес Соловьев почувствовал холод, встал из саней и прошел около версты пешком; садившись опять в сани, он нечаянно облокотился на плечо Кузьмина.",Unknown
"При сих словах на лице Бестужева изобразилась радость: он, вместо всякого ответа, вынул из кармана список членов Славянского общества, подбежал к столу и, обращаясь к Пестову, Спиридову и Горбачевскому, сказал:  — Коль скоро так, то прошу на сем списке отметить имена славян, которые, по вашему мнению, готовы пожертвовать всем и одним ударом освободить Россию от тирана,  Очень хладнокровно и нимало не противореча, все три подошли к столу: Пестов назначил самого себя; Спиридов, кроме себя, еще Тютчева, Громницкого и Лисовского; Горбачевский — себя и двух братьев Борисовых, Бестужев-Рюмин сам назначил Бечасного и потом самого себя, Кузьмина, Соловьева и Сухинова.",Unknown
"Огорченный столь неожиданным поведением командира Ахтырского полка, Сергей Муравьев вместе с братом Матвеем и Бестужевым-Рюминым спешили оставить Любар и должны были тащиться на измученных уже лошадях.",Unknown
"Командир 1-й гренадерской роты, узнав, что его подчиненные не хотят более ему повиноваться и страшась подвергнуть жизнь свою опасности, спрятался в балаган полкового командира, который побежал к восставшей роте, стараясь как можно скорее ее усмирить.",Unknown
"По общему желанию, Борисов принял должность президента на время с тем, чтобы, сделав полное собрание членов в лагере под Лещиным и приняв еще некоторые улучшения в предположенном образовании Общества, избрать там нового президента.",Unknown
"Если кто-нибудь из вас столь малодушен, что из бегства ничтожных людей делает невыгодные заключения о нашем деле и желает покинуть своих товарищей, пусть тот сейчас оставит роты и, покрытый негодованием, идет куда хочет; его никто не будет удерживать, ни уговаривать.",Unknown
"Сначала Сухинов угрожал наказать смертью тех, которые, забыв военную дисциплину, оставили ряды без приказания офицера, осмелились нарушить спокойствие бедной женщины, оскорбляют ее и даже замышляют гнусное убийство.",Unknown
Свидание сие с помянутыми членами Южного общества было роковым ударом для Славянского союза.,Unknown
"Характер лиц, участвовавших в оном, и трагическая их смерть не только любопытны, но даже наставительны.",Unknown
"Жизнь казалась ему тяжким бременем, от коего он желал освободиться как можно скорее.",Unknown
Угрозы сделали его совсем другим человеком.,Unknown
"На другой день после смерти Сухинова начались приготовления к наказанию Голикова, Бочарова и его сообщников.",Unknown
Еду в конные роты к знакомым».,Unknown
"Но, вероятно, это было не что иное, как хитрость: гусарам нужно было только узнать расположение и дух черниговских солдат, ибо прежде рассвета они все скрылись и до самого разбития С. Муравьева ни один солдат не видал ни одного гусара.",Unknown
— Когда назначено восстание?,Unknown
"Один из фейерверкеров, преданных Борисову 2-му, сообщил, что городской голова, мещанин, уважаемый всем городом, разговаривая с ним о смерти Александра, явно обнаружил свои надежды на лучшую будущность и намекал о близком перевороте, которого желают многие.",Unknown
"Спиридов дал заметить, что почитает это неисполнением принятых на себя обязанностей, на что Лисовский с жаром вскричал:  — С. Муравьев требовал, чтобы мы действовали на солдат медленно; Бестужев-Рюмин говорил мне лично, равно как и всем, что восстание начнется не ранее августа 1826 года; поэтому я действовал сообразно в принятыми на себя обязанностями; клянусь всем, что для меня свято, что к назначенному времени вся рота пойдет за мною в огонь и в воду.",Unknown
"— Мы выбрали Спиридова,— сказал хладнокровно сей последний, — вы вероятно уже об этом знаете.",Unknown
"Кроме сего, 2-й армии драгунская дивизия была на подходе и находилась уже близ Василькова.",Unknown
Я решился на другое.,Unknown
"Хотя, по-видимому, казак чистосердечно говорил, что 17-й егерский полк уже другой день как вышел из Белой Церкви неизвестно куда, но Сухинов, желая удостовериться в истине его показания, сам подъехал к местечку и старался узнать от некоторых жителей все, касающееся до выхода сего полка.",Unknown
"Стоит только знать месторасположение полков 8-й дивизии с артиллериею и второй гусарской бригады и взглянуть на карту, чтобы убедиться, что Любар был почти в самой средине сих войск, когда, при восстании, они сошлись бы в самое короткое время, как радиусы к своему центру.",Unknown
"Ротные командиры и офицеры проверили людей, осмотрели амуницию и с нетерпением ожидали С. Муравьева, который долго не выходил из своего кабинета, проведши там около часу времени с Мозалевским.",Unknown
"Московское начальство имело намерение отправлять Соловьева и его товарищей по мере их выздоровления, но нисходя к убедительным их просьбам, все откладывало их отправление.",Unknown
"Сей приговор не был им объявлен, вероятно, потому, что для подтверждения оного нужно было прибытие генерала Лепарского.",Unknown
Солдаты молчали и ни один из них не изъявил готовности повиноваться своему подполковнику.,Unknown
"Истративши деньги, которыми она их наделила, они подверглись снова всем бедствиям нищеты; они всегда нуждались в одежде и здоровой пище; но в сем трудном положении как будто было назначено, среди долгих страданий, чувствовать всю цену добродетельных сердец и получать.",Unknown
— повторил он несколько раз в совершенном отчаянии.,Unknown
"Между русскими разбойниками нет никакого сообщества; их выгоды одинаковы, но они не понимают сего и никогда не действуют согласно; на каждом шагу обман, измена и предательство; часто составляют заговоры и сами доносят на тех, которым предлагали разделить свои замыслы.",Unknown
"Я еще повторяю вам, что вы не найдете у меня убежища; скрывайтесь, если можете, в другом месте и поезжайте поскорее.",Unknown
"Командир Ахтырского полка извинялся и клялся, что у него нет ни одной лошади, годной к упряжи.",Unknown
"Гебель, разгоряченный спором, хотя не заметил знака и не слыхал рокового приговора, но видя невозможность восторжествовать над упорством своих офицеров, а может быть опасаясь неприятных следствий, смягчил строгий голос командира и хотел восстановить дисциплину ласковыми словами.",Unknown
"Он предписал сей комиссии решить оное непременно в последних числах ноября, объявляя при сем, это в исходе сего месяца он сам приедет в большой завод для конфирмования и приведения в исполнение приговора.",Unknown
"Видя невозможность оставаться в Василькове, он решился выйти из города пешком.",Unknown
"Узнав из письма своего брата о знакомстве его с Муравьевым и Бестужевым, он отправился в Киев с намерением повидаться с ними; но, не застав там ни Муравьева, ни Бестужева, он приехал к брату.",Unknown
Муравьевым и их отговорки.,Unknown
"Важность, внушающая уважение, смелость, громкий и твердый голос С. Муравьева возвратили ему прежнюю доверенность его подчиненных.",Unknown
"Бестужев-Рюмин и Башмаков, пораженные сим явлением, оставались несколько минут в недоумении, из коего были выведены пришедшими славянами, которые, полагая, наверное, что жандармы привезли повеление арестовать Муравьева, оставили тотчас дом Гебеля и побежали в разные места города, чтобы собрать хоть несколько солдат и захватить Гебеля, вместе с жандармами; но, не найдя солдат, которые до одного разошлись по деревням, они поспешили к Бестужеву и просили его скакать в ту же минуту вслед за Гебелем, стараясь обогнать его и уведомить Муравьева об угрожающей ему и всему Обществу опасности, говоря, что, между тем, они займутся приготовлением к восстанию.",Unknown
"Посреди общей деятельности один С. Муравьев не принимал участия в приготовлениях: он оставался уединенным, писал целую ночь, но куда?",Unknown
Еще до его приезда в Житомир монахини католического ордена сестер милосердия предлагали некоторым чденам Общества скрыть их от поисков правительства и вывести за границу.,Unknown
"Сергей Муравьев, пробыв в Траянове не более часу, успел переговорить с офицерами сего полка, принадлежавшими к Обществу, и, без сомнения, уведомил их о случившемся в столице происшествии, потом поехал с братом своим Матвеем в Любар к Артамону Муравьеву, командовавшему Ахтырским полком.",Unknown
"Подбежав к Троцкому и Трусову, он приказал их схватить и связать, как негодных бунтовщиков.",Unknown
"Громницкий и Лисовский изъявили согласие на все меры, принятые артиллеристами, попросили Борисова 1-го ехать к капитану Тютчеву, квартировавшему со своей ротой в 100 верстах от города, в деревне Кузьмине, говоря, что вперед согласны на все, что предложит их товарищ.",Unknown
"Если бы С. Муравьев, не дожидая помощи, сам искал оную; если бы движения Черниговского полка были быстры, внезапны, то, кроме существенной выгоды, сии движения Укрепляли бы дух подчиненных и поддерживали их надеждою успеха.",Unknown
"— Наконец, после долгого и трудного странствования, он приехал в Кишинев в феврале 1826 года и остановился у одного мещанина.",Unknown
"Суд был кончен в конце мая месяца —и 13 июля в Могилеве были прочтены сентенции офицерам, бежавшим из полка во время восстания, а именно — Рыбаковскому, Кондыреву, князю Мещерскому, Апостол-Кегичу и Белелюбскому, кои были приговорены к шестимесячному заключению в крепости и, по истечении сего срока, к зачислению в полки теми же чинами.",Unknown
"При записке Шимкова была другая, от капитана того же полка Назимова, который, между прочим, говорил:  «К сожалению моему, — писал он к Спиридову, — я был несчастлив, что не заслужил вашей доверенности и не был членом Общества: это моя вина.",Unknown
"Обратясь потом к С. Муравьеву, начал его просить, чтобы он прекратил бесполезные жестокости над человеком, лишенным возможности не только им вредить, но даже защищать свою собственную жизнь.",Unknown
"Тут товарищи его увидели явно, что он, получивши рану во время сражения, несмотря на жестокую боль, скрывал ее, с намерением лишить себя жизни пистолетом, спрятанным в рукаве его шинели, и выжидал удобную минуту прибегнуть к роковой его помощи.",Unknown
"Несмотря на все сии обстоятельства, Кузьмин, но пылкости и решительности своего характера, был готов на все, даже и на невозможное.",Unknown
"Неудовольствие, досада изображались во всех движениях и показывали сильное брожение умов, казалось, что все ожидали чего-то необыкновенного и желали быть свидетелями совершения оного.",Unknown
"Знаешь ли ты, что делается в полку?",Unknown
"Воровство у своих товарищей, картежная игра, пьянство и разврат, — суть главные и единственные их занятия.",Unknown
"Киреев также написал письмо к Борисову 2-му, исполненное рвения к благому делу и совершенною надеждою на несомненные успехи.",Unknown
— продолжал Бестужев-Рюмин.,Unknown
"Опять на берегу Прута та же тяжесть расставанья с родиною, опять тот же упрек совести, и я опять возвратился снова в Кишинев.",Unknown
"Испуганный жандарм, видя опасность, выбежал без всякого шума из сеней и искал спасения в бегстве.",Unknown
"Заметя такое ложное понятие о русских солдатах и офицерах и, видя каким образом С. Муравьев, а, следовательно, и другие главные члены Южного общества полагают делать переворот, Спиридов не хотел входить в дальнейшие споры и с прискорбным молчанием удалился,  На другой день, после репетиции смотра, С. Муравьев пригласил к себе некоторых славян.",Unknown
"— Но какие меры приняты Верховною думою для введения предположенной конституции, — спросил его Борисов 2-й,— кто и каким образом будет управлять Россией до совершенного образования нового конституционного правления?",Unknown
"Несмотря на сие, члены неусыпно старались приготовлять солдат, хотя илан восстания, назначенный на Лещинских совещаниях к концу 1826 года, — расстраивался смертью Александра Г, но они думали, что распространение мыслей и желание переворота не может вредить общей цели.",Unknown
"Артамон, взяв от него сии записки, после некоторого молчания начал говорить о невозможности восстания и, между прочими отговорками, сказал:  — Я недавно принял полк и потому еще не знаю хорошо ни офицеров, ни солдат, мой полк не приготовлен еще к такому важному предприятию: пуститься на оное — значит заранее приготовить неудачу.",Unknown
"Когда все будет готово к исполнению нашего намерения, то мы откроем им оное, и если они не захотят следовать за нами, то мы заставим их идти за собою; если же они станут противиться и захотят нам препятствовать, то наше мщение упадет на них и они сделаются первыми жертвами нашего праведного гнева.",Unknown
"Тщетно гусары, стоя на краю пропасти, приказывали им схватить офицера и привести назад — солдаты не повиновались сему приказанию; переправив Сухинова, они воротились и сдались гусарам.",Unknown
"Им было суждено еще раз испытать все ужасы их баззащитного положения и оплакать смерть своего товарища, который по своему сердцу и по своим качествам заслуживал лучшей участи.",Unknown
Кузьмин и Щепилло бросились на упавшего Гебеля и начали его колоть и бить.,Unknown
"Они поручили Андреевичу изъяснить словесно Бестужеву то, что они считали необходимым для поднятия артиллерийских рот 8-й бригады.",Unknown
"После присяги Константину, славяне 8-й дивизии, 8-й артиллерийской бригады не имели никакого известия — ни от Муравьева, ни от Бестужева.",Unknown
"Услыша об аресте Грохольского, его невеста приехала в Белую Церковь и просила тамошнее начальство о дозволении видеться с Грохольским; ей было дозволено и она, воспользовавшись этим, каждый день по нескольку часов проводила в тюрьме с злополучным женихом своим.",Unknown
Нечего было делать: жандарм выдал свои бумаги и был отвезен на главную гауптвахту.,Unknown
"Точное исполнение оных было бы даже безрассудно; посему они немедленно уведомили фейерверкеров и рядовых о всех сих происшествиях, о своем намерении восстать, о надежде на пособие других и особенно от С. Муравьева, и о непременном прибытии к ним Пензенского полка и Ахтырских гусаров.",Unknown
"Вероятно, я крепко придавил тебе плечо: извини меня.",Unknown
"Это служит доказательством, под каким убийственным огнем стоял Черниговский полк и сколь мало думали офицеры о своей жизни.",Unknown
"Он спросил, не может ли им быть чем-нибудь полезным.",Unknown
"Бестужев-Рюмин продолжал: Южное общество уже так сильно, что не нуждается даже в приобретении новых членов.",Unknown
Грубости были ответом на его просьбу.,Unknown
"Славяне знали все эти предположения, и хотя были убеждены в силе Южного общества и в скором преобразовании России, однако ж большая часть из них, сколько известно, не думали, чтобы во время лагеря можно было начать восстание, никто из них не сообщал еще о своих намерениях подчиненным, не знал их образа мыслей (впрочем негодование и озлобление было общее) и потому не слишком надеялся на их пособие, которое, по мнению славян, было необходимым условием успешного переворота.",Unknown
"Сии приготовления навели на городских жителей ужас: думали, что чрез несколько минут Васильков будет театром кровавой битвы, но вышло совершенно противное,  В 3 часа пополудни авангард С. Муравьева, под командою Сухинова, спокойно вошел в город, достиг городской площади без всякого сопротивления и не обнаружил никаких неприязненных расположений против жителей.",Unknown
"— Эти правила, — сказал Муравьев, — уничтожены соединением Обществ; они могут быть пагубны нашему делу.",Unknown
"Он лег спать спокойно, но Гебель, с своей стороны, арестовав Муравьевых, был также неосторожен, не отправивши тотчас их дальше, но стал дожидаться рассвета, и, удовольствовавшись тем, что они уже арестованы, расположился преспокойно отдыхать и готовился поутру пить чай.",Unknown
"Ему необходимо было свидание с бывшим командиром Алексопольского полка; оп должен был известить ого о начале восстания, уговорить его, чтобы ‚он немедленно возбудил алексопольцев к мятежу и, приняв над ними команду, шел на Киев или Житомир для соединения с Черниговским полком или с 8-й дивизией.",Unknown
Никогда!,Unknown
"По прошествии некоторого времени, здоровье их начало поправляться.",Unknown
"Андреевич узнал от юнкера Энгельгардта, жившего у Швейковского, что полковника дома нет.",Unknown
"Изложив помянутые условия и не дожидая принятия оных, Бестужев требовал, чтобы все бумаги, касающиеся до Славянского союза, и списки членов оного были представлены ему как лицу, уполномоченному Верховною думою.",Unknown
— и дом почти остался без караула.,Unknown
"Любовь к отечеству, составлявшая всегда отличительную черту его характера, не погасла, но, по словам самого Сухинова ‚она как бы превратилась в ненависть к торжествующему (правительству).",Unknown
"При выходе Мозалевского от него, Крупенников прибавил:  — Я не могу уведомить С. Муравьева, что думают другие члены, находящиеся в Киеве, насчет восстания, на что они решились и что наме рены.",Unknown
"Несогласие их мнения происходило особенно оттого, что Соловьев и Мозалевский смотрели на ссыльных без всякого пристрастия; напротив чето Сухинов видел в них качества, каких они никогда не имели.",Unknown
"Сии свидания были кратки, но в их положении приносили чистое удовольствие и в скучной и долгой тюрьме доставляли им минуты, несказанно приятные и утешительные.",Unknown
"Сухинов послушался и поспешил в дом священника, но, к удивлению своему, не нашел там своего узника, который во время его отсутствия в самом деле бежал и почти первый донес в дивизионную квартиру о начале возмущения.",Unknown
"— Он слишком холоден и неспособен к энтузиазму, — отвечал Бестужев,— и потому я почитаю его неспособным к этому решительному предприятию.",Unknown
Обращение его с солдатами было еще хуже: на него жаловались как на грабителя и притеснителя подчиненных.,Unknown
"Невозможно себе представить положение Соловьева и Мозалевского: кроме явной гибели их товарища, к которому они питали искреннюю любовь, ужасное наказание носилось над их несчастными головами.",Unknown
"Через два дня они были отправлены из завода: Соловьев — в рудник Култуму, а Мозалевский — в Акатуй, лежавшие один от другого на расстоянии 200 верст.",Unknown
"На скамье лежал окровавленный Кузьмин без черепа; большой, еще дымящийся пистолет был крепко сжат левою омертвевшею его рукою.",Unknown
"Напрасно я старался уговорить их ехать сюда для объяснений, они меня не послушали и говорили только о нанесенном им оскорблении и своих подозрениях насчет Муравьева и Бестужева-Рюмина.",Unknown
"Сенатор князь Куракин, бывший в Западной Сибири ревизором, при проезде чрез Тобольск, виделся там с Соловьевым и его товарищами.",Unknown
